,LINK,CLASS,CONTENT
1880,0,1,"hey dickwad - we're all africans. the colour of your skin just tells us something about how long ago your ancestors left africa. check out baba brinkman - he has a song called ""i'm a african"" go learn something.
"
1881,0,1,"wow muslims are really egoistic. 23. of the world population and not in this video or donating 1 dollar to the poor ones in africa. shame on those terrorist muslims.
"
1882,0,1,"wats good go check out my music on da channel ik yall got me.
"
1883,0,1,"i know y'all can check out amy music because yall got me go to da channel.
"
1884,0,1,"northland paranormal society is now on youtube! check out our channel of real paranormal evidence! facebook/ northland paranormal society!
"
1885,0,1,"hello everyone. i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i don't have any money for advertisements, no chance of getting heard, nothing. i live in such a small town. if this comes off as spam, sorry. i am an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney.
"
1886,0,1,"so then how are you going to call yourself a instrumental songwriter if theres no singing theres no song to write! lol. you got alot to learn kid but hey don't forget to subscribe.
"
1887,0,1,"hello everyone. i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i don't have any money for advertisements, no chance of getting heard, nothing. i live in such a small town. if this comes off as spam, sorry. i am an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney.
"
1888,0,1,"please go in and see our channel and subscribe -. it would be nice mate.
"
1889,1,1,"wanna earn money online without investment. just visit this link thergloveblogspotin/2013/08/blog-post10html.
"
1890,0,1,"hello everyone. i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i don't have any money for advertisements, no chance of getting heard, nothing. i live in such a small town. if this comes off as spam, sorry. i am an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney.
"
1891,0,1,"check out the dubstep version.
"
1892,0,1,"i can to make money.
"
1893,0,1,"wanna laugh? please subscribe to our channel.
"
1894,0,1,"earn money for being online with 0 efforts! bitly\14gkvdo.
"
1895,0,1,"could you please check out my covers on my channel? i do covers like adele, kodaline, imagine dragons. and more. please if you could spare a few minutes, could you have a listen to one or two of my covers feel free to comment and subscribe. thank you.
"
1896,0,1,"adfly /kld3y.
"
1897,0,1,"check out these irish guys cover of avicii's wake me up! just search. ""wake me up fiddle me silly"" worth a listen for the gorgeous fiddle player.
"
1898,0,1,"hello everyone. i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i don't have any money for advertisements, no chance of getting heard, nothing. if this comes off as spam, sorry. i am a video animator, just trying to make it up into the video animation industry. please give me the chance to prove myself to you. please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! thank you.
"
1899,0,1,"hello everyone. i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i don't have any money for advertisements, no chance of getting heard, nothing. if this comes off as spam, sorry. i am a video animator, just trying to make it up into the video animation industry. please give me the chance to prove myself to you. please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! thank you.
"
1900,0,1,"hey youtubers. i really appreciate all of you who took the time, to read this, i am just a 19 year old boy who wants to be a successful musician in the music world. i don't have any money to advertise my channel, if you could just visit my channel, comment on my video or subscribe, that would be great. it will only be few seconds of your life. thank you to all the people who just gave me a chance l really appreciate it.
"
1901,0,1,"subscribe to my pagee please.
"
1902,0,1,"please subscribe to my page. thanks.
"
1903,0,1,"hey, hit this shit up while yall can, they killed the versace remix. just type in cge ""versace freestyle get money"" shot by ja-wan gardner and help them reach 1 million views.
"
1904,0,1,"hey guys and girls check out comedy recipe for hilarious you tube videos, pranks, and crank calls.
"
1905,0,1,"subscribe me, i will? subscribe you back.
"
1906,0,1,"subscribe me, i will? subscribe you back.
"
1907,0,1,"please. check my channel out i subscribe back.
"
1908,0,1,"i really ask nicely to view my vids i subscribe back.
"
1909,1,1,"facebook is lame and so 2004! check out ------------ swagfriends com make thousands of cool new friends everyday! join this new movement.
"
1910,0,1,"hi. check out and share our songs.
"
1911,0,1,"check out partyman318 fr good tunez.
"
1912,0,1,"hey youtubers. i really appreciate all of you who took the time, to read this, i am just a 19 year old boy who wants to be a successful musician in the music world. i don't have any money to advertise my channel, if you could just visit my channel, comment on my video or subscribe, that would be great. it will only be few seconds of your life. thank you to all the people who just gave me a chance l really appreciate it.
"
1913,0,1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance.
"
1914,0,1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance.
"
1915,0,1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance.
"
1916,0,1,"hi. check out and share our songs.
"
1917,0,1,"hi. check out and share our songs.
"
1918,0,1,"hicheck out and share our songs.
"
1919,0,1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance.
"
1920,1,1,"hey, i am doing the forty hour famine so i'll be giving up on food and social working for 40 hours. i'm doing this to raise money for african people who can't experience the luxuries that we can. so can you donate to give them a chance? any amount would do. click on the link and donate h t t p / / 4 0 h f c o m a you / a n t h o n y l a m thanks.
"
1921,0,1,"love itt and ppl check out my channel.
"
1922,0,1,"subscribe my channel.
"
1923,0,1,"adfly / kld3y.
"
1924,0,1,"adfly / kld3y.
"
1925,0,1,"check out my new video.
"
1926,0,1,"hey music fans i really appreciate all of you who take time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance it means a lot.
"
1927,0,1,"hello everyone, it is not my intention to spam and am truly sorry if anyone is annoyed by this but just please hear me out. i am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact. i enjoy making all types of music that anyone can listen to, doesn't have me talking about killing anyone and most importantly, focuses on the quality of the music. please check out my page, it's only a click away. thank you and have a nice day.
"
1928,1,1,"facebook is lame and so 2004! check out ------------ swagfriends com make thousands of cool new friends everyday! join this new movement.
"
1929,0,1,"please check out and send to others freedom and justice are on the line! please google: steven l. reed case lands in supreme court---thanks.
"
1930,0,1,"nice to meet you - this is johnny: 1. if you already know my music - thumb this up, because you found it this way, too. 2. if you want to hear original songs completely made by 1 person, continue reading: i sing, write original music+lyrics play guitar, bass, drums keyboards. i'm a 1-man-band. my music is completely independent 100. listener-supported. if you want to hear it if you're willing to help record new album - click on my name/picture. enjoy the music - wish you awesome day.
"
1931,0,1,"hey you check out the channel of alvar lake.
"
1932,0,1,"hi -this is johnny: 1. if you already know my music - thumb this up, because you found it this way, too. 2. if you want to hear original songs completely made by 1 person, continue reading: i sing, write original music+lyrics play guitar, bass, drums keyboards. i'm a 1-man-band. my music is completely independent 100. listener-supported. if you want to hear it if you're willing to help record new album - click on my name/picture. thank you enjoy the music - wish you awesome day.
"
